X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,month_sin,month_cos,day_sin,day_cos,temp_RH_ratio,fire_spread_potential,FWI_total,drought_wind,FFMC_approx,FFMC_detail,DMC_approx,DMC_detail,DC_approx,DC_detail,ISI_approx,ISI_detail
0.5549236814167472,-1.1155947744952022,0.43401788308804357,-0.09559515496426327,0.8477647246370151,0.2943843269347974,1.030827143555001,-1.0125817925747194,-1.2178401429689711,0.0,-0.6557963459175548,0.5482812408239125,-0.9431256053813463,0.8382591242369459,1.3137558639744424,-0.693940443549986,0.6875402397184095,-0.5409425061352496,-0.04023541390007367,0.1469929233189115,-0.15148007297954896,-0.397686283247964,1.1145118238099425,-0.15661147264632289,0.14108186222515873,0.2115748494543909
0.5549236814167472,0.5417291497548719,0.04960457915481635,-0.2699485886845596,0.7930168412959695,-0.08964148138896247,-0.35823070946237645,0.13635096429376714,0.5245338074229694,0.0,-0.6557963459175548,0.5482812408239125,-1.2229399235800555,-0.3512119547102583,-0.5137659001076386,0.21730656457864292,0.5999354253138275,1.1818723327151146,0.14607199040420224,-0.26165725922987293,0.1332433297383463,1.301337158228934,1.2454166367773647,0.6790951719335989,0.5297764203657166,-0.7000722645496039
0.9923198582539651,-0.2869328123701652,-0.2707398407895389,-0.018273197401349098,-0.03419570261617645,-0.6528793335971436,0.11057631593098828,-0.10552961609959843,1.0303843091496616,0.0,-0.4657247095315407,-0.6843929211334837,-1.2229399235800555,-0.3512119547102583,-0.17666950273041324,0.01428666559540098,-0.03519947911939277,0.781433228523419,-0.7940545754038588,0.39860200027217446,-1.1919547373363546,0.022642048188441136,-1.110389354670618,-0.7597825554881709,-2.173435020845604,5.857885242990297
1.4297160350911828,1.3703911118799088,0.33791455710473334,0.6139475144365949,0.4485447577924578,1.4208600313511597,0.21475565490729184,0.8015225603755225,0.29971136221110595,0.0,-0.4657247095315407,-0.6843929211334837,1.3227644842213864,0.8382591242369463,-0.5474894752069724,1.1226972294673712,0.5103395924000503,0.6644498312450445,0.3546718485933151,0.12431060044115487,0.7541061046910053,0.3471218078178062,0.5608667516940667,0.28056858525179307,1.5757231767437128,0.33906354888196966
0.5549236814167472,0.5417291497548719,-2.865529642338819,-0.6232038065700296,-1.247440767020657,-2.137779125782348,-1.4347505455508442,2.7365672035224473,-0.7119896412422788,0.0,0.7629176622231674,-1.917067083090878,-1.2229399235800555,-0.3512119547102583,-1.3585397718516903,-1.3475083491229616,-1.201936325507691,-1.0943308746823894,-1.0620750423409815,-1.2759830086795356,-0.026985758579906875,-0.4558945319335066,-1.195063963672317,-0.528412150338871,-0.2682528810675433,-0.5310898080923812
0.11752750457952939,-0.2869328123701652,1.2028444909544933,1.672197051278046,0.609991070710577,1.3184531491314901,0.24948210123272616,-0.16599976119793983,-0.7119896412422788,0.0,-0.4657247095315407,-0.6843929211334837,0.8185565052406295,-1.305093698566517,-0.07207975266498928,0.07558305817303371,0.8849829085469184,-0.1472951099522324,0.6024694603048595,2.159994825711553,2.1862408856690614,-1.7166581269969687,0.8278802552093558,-1.7573879667392254,0.2450048682522092,0.3922007545763078
1.4297160350911828,1.3703911118799088,0.4019834410936053,-0.4063991020308785,-0.23160777831308463,1.5232669135708286,0.5793833413243531,-0.952111647476378,0.8055618639377986,0.0,-0.4657247095315407,-0.6843929211334837,-0.9431256053813463,0.8382591242369459,0.8971058508663091,1.7095028221054724,-0.277108227986591,0.41791083053000816,-0.6224097835032487,-0.2201538113465852,-1.5420675404257287,-0.38631512797671014,-0.7814202947496676,-0.2827441470727394,-1.0117147411285927,-0.9934952830900949
-0.7572648490949062,-0.2869328123701652,0.20977678912699396,-1.1568769254356324,-1.8588587342600693,-0.24325180471846652,-1.261118313923672,-0.8916415023780365,1.3114123656644907,0.0,2.181631670363889,0.548281240823913,-1.2229399235800555,-0.3512119547102583,-0.42624283863282775,0.5288640249413877,-1.7945961684114167,-1.1865622694402462,-0.17453731484527515,-0.1953135651763617,-0.9892703760039384,-0.17068928689132143,-0.503269033258465,-0.2130221126767595,-0.8073541782372252,-0.18161608189073256
0.11752750457952939,1.3703911118799088,1.0426722809823157,-0.40943133566079676,0.5848150367654245,1.8304875602298367,1.22182259834489,-1.254462372968085,0.0186833056962768,0.0,-0.6557963459175548,0.5482812408239125,1.6025788024200955,-0.3512119547102579,1.9679213336567924,1.093415513267865,0.40680662992190764,0.5190318164370017,-0.45791512836421744,-0.5734642338021538,-0.5324985386252205,0.6188408285705347,-0.23499212262935976,0.3369640399959645,0.09607030963697845,-1.830144864885396
-1.194661025932124,0.5417291497548719,-0.014464304834055603,0.2637245301810432,0.5860138955247177,-0.44806556915780504,-0.21932492416063862,0.07588081919542575,-0.4871671960304156,0.0,-0.6557963459175548,0.5482812408239125,1.3227644842213864,0.8382591242369463,-0.4252496691409149,-0.5424563650778745,0.5441869070563663,0.0495436808237394,-0.3096508919621745,-0.12214431259449184,-1.0108982623203733,-1.4845223082388934,-0.14283924619274416,-2.3608981403416864,-0.3144136671393666,0.5140361812198345
